num,tar,v1,v2
120,3.000,4.377,-5.110
121,3.000,4.326,-5.080
122,3.000,4.275,-5.050
123,3.000,4.225,-5.020
124,3.000,4.174,-4.990
125,3.000,4.125,-4.960
126,3.000,4.075,-4.930
127,3.000,4.026,-4.900
128,3.000,3.977,-4.870
129,3.000,3.928,-4.840
130,3.000,3.880,-4.810
131,3.000,3.832,-4.780
132,3.000,3.784,-4.750
133,3.000,3.736,-4.720
134,3.000,3.689,-4.690
135,3.000,3.642,-4.660
136,3.000,3.596,-4.630
137,3.000,3.549,-4.600
138,3.000,3.503,-4.570
139,3.000,3.458,-4.540
140,3.000,3.412,-4.510
141,3.000,3.367,-4.480
142,3.000,3.322,-4.450
143,3.000,3.278,-4.420
144,3.000,3.234,-4.390
145,3.000,3.190,-4.360
146,3.000,3.146,-4.330
147,3.000,3.103,-4.300
148,3.000,3.060,-4.270
149,3.000,3.017,-4.240
150,3.000,2.975,-4.210
151,3.000,2.933,-4.180
152,3.000,2.891,-4.150
153,3.000,2.849,-4.120
154,3.000,2.808,-4.090
155,3.000,2.767,-4.060
156,3.000,2.727,-4.030
157,3.000,2.686,-4.000
158,3.000,2.646,-3.970
159,3.000,2.607,-3.940
160,3.000,2.567,-3.910
161,3.000,2.528,-3.880
162,3.000,2.489,-3.850
163,3.000,2.451,-3.820
164,3.000,2.413,-3.790
165,3.000,2.375,-3.760
166,3.000,2.337,-3.730
167,3.000,2.300,-3.700
168,3.000,2.263,-3.670
169,3.000,2.226,-3.640
170,3.000,2.190,-3.610
171,3.000,2.154,-3.580
172,3.000,2.118,-3.550
173,3.000,2.082,-3.520
174,3.000,2.047,-3.490
175,3.000,2.012,-3.460
176,3.000,1.978,-3.430
177,3.000,1.943,-3.400
178,3.000,1.909,-3.370
179,3.000,1.876,-3.340
180,3.000,1.842,-3.310
181,3.000,1.809,-3.280
182,3.000,1.776,-3.250
183,3.000,1.744,-3.220
184,3.000,1.712,-3.190
185,3.000,1.680,-3.160
186,3.000,1.648,-3.130
187,3.000,1.617,-3.100
188,3.000,1.586,-3.070
189,3.000,1.555,-3.040
190,3.000,1.525,-3.010
191,3.000,1.495,-2.980
192,3.000,1.465,-2.950
193,3.000,1.435,-2.920
194,3.000,1.406,-2.890
195,3.000,1.377,-2.860
196,3.000,1.349,-2.830
197,3.000,1.320,-2.800
198,3.000,1.292,-2.770
199,3.000,1.265,-2.740
200,3.000,1.237,-2.710
201,3.000,1.210,-2.680
202,3.000,1.183,-2.650
203,3.000,1.157,-2.620
204,3.000,1.131,-2.590
205,3.000,1.105,-2.560
206,3.000,1.079,-2.530
207,3.000,1.054,-2.500
208,3.000,1.029,-2.470
209,3.000,1.004,-2.440
210,3.000,0.980,-2.410
211,3.000,0.956,-2.380
212,3.000,0.932,-2.350
213,3.000,0.908,-2.320
214,3.000,0.885,-2.290
215,3.000,0.862,-2.260
216,3.000,0.840,-2.230
217,3.000,0.817,-2.200
218,3.000,0.795,-2.170
219,3.000,0.774,-2.140
220,3.000,0.752,-2.110
221,3.000,0.731,-2.080
222,3.000,0.710,-2.050
223,3.000,0.690,-2.020
224,3.000,0.670,-1.990
225,3.000,0.650,-1.960
226,3.000,0.630,-1.930
227,3.000,0.611,-1.900
228,3.000,0.592,-1.870
229,3.000,0.573,-1.840
230,3.000,0.555,-1.810
231,3.000,0.537,-1.780
232,3.000,0.519,-1.750
233,3.000,0.501,-1.720
234,3.000,0.484,-1.690
235,3.000,0.467,-1.660
236,3.000,0.451,-1.630
237,3.000,0.435,-1.600
238,3.000,0.419,-1.570
239,3.000,0.403,-1.540
240,3.000,0.387,-1.510
241,3.000,0.372,-1.480
242,3.000,0.358,-1.450
243,3.000,0.343,-1.420
244,3.000,0.329,-1.390
245,3.000,0.315,-1.360
246,3.000,0.301,-1.330
247,3.000,0.288,-1.300
248,3.000,0.275,-1.270
249,3.000,0.262,-1.240
250,3.000,0.250,-1.210
251,3.000,0.238,-1.180
252,3.000,0.226,-1.150
253,3.000,0.215,-1.120
254,3.000,0.203,-1.090
255,3.000,0.192,-1.060
256,3.000,0.182,-1.030
257,3.000,0.172,-1.000
258,3.000,0.162,-0.970
259,3.000,0.152,-0.940
260,3.000,0.142,-0.910
261,3.000,0.133,-0.880
262,3.000,0.125,-0.850
263,3.000,0.116,-0.820
264,3.000,0.108,-0.790
265,3.000,0.100,-0.760
266,3.000,0.092,-0.730
267,3.000,0.085,-0.700
268,3.000,0.078,-0.670
269,3.000,0.071,-0.640
270,3.000,0.065,-0.610
271,3.000,0.059,-0.580
272,3.000,0.053,-0.550
273,3.000,0.048,-0.520
274,3.000,0.042,-0.490
275,3.000,0.038,-0.460
276,3.000,0.033,-0.430
277,3.000,0.029,-0.400
278,3.000,0.025,-0.370
279,3.000,0.021,-0.340
280,3.000,0.018,-0.310
281,3.000,0.014,-0.280
282,3.000,0.012,-0.250
283,3.000,0.009,-0.220
284,3.000,0.007,-0.190
285,3.000,0.005,-0.160
286,3.000,0.003,-0.130
287,3.000,0.002,-0.100
288,3.000,0.001,-0.070
289,3.000,0.000,-0.040
290,3.000,0.000,-0.010
291,1.327,-0.000,0.004
292,-0.356,0.000,-0.000
293,0.000,0.000,-0.000
294,0.000,-0.000,0.000
295,-0.000,0.000,-0.000
296,0.000,-0.000,0.000
297,-0.000,-0.000,-0.000
298,0.000,-0.000,0.000
299,-0.000,0.000,-0.000
300,0.000,-0.000,-0.000
301,0.000,-0.000,0.000
302,-0.000,0.000,-0.000
303,0.000,0.000,-0.000
304,0.000,-0.000,0.000
305,-0.000,0.000,-0.000
306,0.000,-0.000,0.000
307,-0.000,-0.000,-0.000
308,0.000,-0.000,0.000
309,-0.000,0.000,-0.000
310,0.000,0.000,-0.000
311,0.000,-0.000,0.000
312,-0.000,0.000,-0.000
313,0.000,-0.000,0.000
314,-0.000,-0.000,-0.000
315,0.000,-0.000,0.000
316,-0.000,0.000,-0.000
317,0.000,-0.000,-0.000
318,0.000,-0.000,0.000
319,-0.000,0.000,-0.000
320,0.000,0.000,-0.000
321,0.000,-0.000,0.000
322,-0.000,0.000,-0.000
323,0.000,-0.000,0.000
324,-0.000,-0.000,-0.000
325,0.000,-0.000,0.000
326,-0.000,0.000,-0.000
327,0.000,0.000,-0.000
328,0.000,-0.000,0.000
329,-0.000,0.000,-0.000
330,0.000,-0.000,0.000
331,-0.000,-0.000,-0.000
332,0.000,-0.000,0.000
333,-0.000,0.000,-0.000
334,0.000,0.000,-0.000
335,0.000,-0.000,0.000
336,-0.000,0.000,-0.000
337,0.000,0.000,-0.000
338,0.000,-0.000,0.000
339,-0.000,0.000,-0.000
340,0.000,-0.000,0.000
341,-0.000,-0.000,-0.000
342,0.000,-0.000,0.000
343,-0.000,0.000,-0.000
344,0.000,0.000,-0.000
345,0.000,-0.000,0.000
346,-0.000,0.000,-0.000
347,0.000,-0.000,0.000
348,-0.000,-0.000,-0.000
349,0.000,-0.000,0.000
350,-0.000,0.000,-0.000
351,0.000,0.000,-0.000
352,0.000,-0.000,0.000
353,-0.000,0.000,-0.000
354,0.000,-0.000,0.000
355,-0.000,-0.000,-0.000
356,0.000,-0.000,0.000
357,-0.000,0.000,-0.000
358,0.000,-0.000,-0.000
359,0.000,-0.000,0.000
360,-0.000,0.000,-0.000
361,0.000,0.000,-0.000
362,0.000,-0.000,0.000
363,-0.000,0.000,-0.000
364,0.000,-0.000,0.000
365,-0.000,-0.000,-0.000
366,0.000,-0.000,0.000
367,-0.000,0.000,-0.000
368,0.000,0.000,-0.000
369,0.000,-0.000,0.000
370,-0.000,0.000,-0.000
371,0.000,-0.000,0.000
372,-0.000,-0.000,-0.000
373,0.000,-0.000,0.000
374,-0.000,0.000,-0.000
375,0.000,-0.000,-0.000
376,0.000,-0.000,0.000
377,-0.000,0.000,-0.000
378,0.000,0.000,-0.000
379,0.000,-0.000,0.000
380,-0.000,0.000,-0.000
381,0.000,-0.000,0.000
382,-0.000,-0.000,-0.000
383,0.000,-0.000,0.000
384,-0.000,0.000,-0.000
385,0.000,0.000,-0.000
386,0.000,-0.000,0.000
387,-0.000,0.000,-0.000
388,0.000,-0.000,0.000
389,-0.000,-0.000,-0.000
390,0.000,-0.000,0.000
391,-0.000,0.000,-0.000
392,0.000,0.000,-0.000
393,0.000,-0.000,0.000
394,-0.000,0.000,-0.000
395,0.000,-0.000,0.000
396,-0.000,-0.000,-0.000
397,0.000,-0.000,0.000
398,-0.000,0.000,-0.000
399,0.000,-0.000,-0.000
400,0.000,-0.000,0.000
401,-0.000,0.000,-0.000
402,0.000,0.000,-0.000
403,0.000,-0.000,0.000
404,-0.000,0.000,-0.000
405,0.000,-0.000,0.000
406,-0.000,-0.000,-0.000
407,0.000,-0.000,0.000
408,-0.000,0.000,-0.000
409,0.000,0.000,-0.000
410,0.000,-0.000,0.000
411,-0.000,0.000,-0.000
412,0.000,-0.000,0.000
413,-0.000,-0.000,-0.000
414,0.000,-0.000,0.000
415,-0.000,0.000,-0.000
416,0.000,-0.000,-0.000
417,0.000,-0.000,0.000
418,-0.000,0.000,-0.000
419,0.000,0.000,-0.000
420,0.000,-0.000,0.000
421,-0.000,0.000,-0.000
422,0.000,-0.000,0.000
423,-0.000,-0.000,-0.000
424,0.000,-0.000,0.000
425,-0.000,0.000,-0.000
426,0.000,0.000,-0.000
427,0.000,-0.000,0.000
428,-0.000,0.000,-0.000
429,0.000,-0.000,0.000
430,-0.000,-0.000,-0.000
431,0.000,-0.000,0.000
432,-0.000,0.000,-0.000
433,0.000,-0.000,-0.000
434,0.000,-0.000,0.000
435,-0.000,0.000,-0.000
436,0.000,0.000,-0.000
437,0.000,-0.000,0.000
438,-0.000,0.000,-0.000
439,0.000,-0.000,0.000
440,-0.000,-0.000,-0.000
441,0.000,-0.000,0.000
442,-0.000,0.000,-0.000
443,0.000,0.000,-0.000
444,0.000,-0.000,0.000
445,-0.000,0.000,-0.000
446,0.000,-0.000,0.000
447,-0.000,-0.000,-0.000
448,0.000,-0.000,0.000
449,-0.000,0.000,-0.000
450,0.000,0.000,-0.000
451,0.000,-0.000,0.000
452,-0.000,0.000,-0.000
453,0.000,-0.000,0.000
454,-0.000,-0.000,-0.000
455,0.000,-0.000,0.000
456,-0.000,0.000,-0.000
457,0.000,-0.000,-0.000
458,0.000,-0.000,0.000
459,-0.000,0.000,-0.000
460,0.000,0.000,-0.000
461,0.000,-0.000,0.000
462,-0.000,0.000,-0.000
463,0.000,-0.000,0.000
464,-0.000,-0.000,-0.000
465,0.000,-0.000,0.000
466,-0.000,0.000,-0.000
467,0.000,0.000,-0.000
468,0.000,-0.000,0.000
469,-0.000,0.000,-0.000
470,0.000,-0.000,0.000
471,-0.000,-0.000,-0.000
472,0.000,-0.000,0.000
473,-0.000,0.000,-0.000
474,0.000,-0.000,-0.000
475,0.000,-0.000,0.000
476,-0.000,0.000,-0.000
477,0.000,0.000,-0.000
478,0.000,-0.000,0.000
479,-0.000,0.000,-0.000
480,0.000,-0.000,0.000
481,-0.000,-0.000,-0.000
482,0.000,-0.000,0.000
483,-0.000,0.000,-0.000
484,0.000,0.000,-0.000
485,0.000,-0.000,0.000
486,-0.000,0.000,-0.000
487,0.000,-0.000,0.000
488,-0.000,-0.000,-0.000
489,0.000,-0.000,0.000
490,-0.000,0.000,-0.000
491,0.000,0.000,-0.000
492,0.000,-0.000,0.000
493,-0.000,0.000,-0.000
494,0.000,-0.000,0.000
495,-0.000,-0.000,-0.000
496,0.000,-0.000,0.000
497,-0.000,0.000,-0.000
498,0.000,-0.000,-0.000
499,0.000,-0.000,0.000
500,-0.000,0.000,-0.000
501,0.000,0.000,-0.000
502,0.000,-0.000,0.000
503,-0.000,0.000,-0.000
504,0.000,-0.000,0.000
505,-0.000,-0.000,-0.000
506,0.000,-0.000,0.000
507,-0.000,0.000,-0.000
508,0.000,0.000,-0.000
509,0.000,-0.000,0.000
510,-0.000,0.000,-0.000
511,0.000,-0.000,0.000
512,-0.000,-0.000,-0.000
513,0.000,-0.000,0.000
514,-0.000,0.000,-0.000
515,0.000,-0.000,-0.000
516,0.000,-0.000,0.000
517,-0.000,0.000,-0.000
518,0.000,0.000,-0.000
519,0.000,-0.000,0.000
520,-0.000,0.000,-0.000
521,0.000,-0.000,0.000
522,-0.000,-0.000,-0.000
523,0.000,-0.000,0.000
524,-0.000,0.000,-0.000
525,0.000,0.000,-0.000
526,0.000,-0.000,0.000
527,-0.000,0.000,-0.000
528,0.000,-0.000,0.000
529,-0.000,-0.000,-0.000
530,0.000,-0.000,0.000
531,-0.000,0.000,-0.000
532,0.000,-0.000,-0.000
533,0.000,-0.000,0.000
534,-0.000,0.000,-0.000
535,0.000,0.000,-0.000
536,0.000,-0.000,0.000
537,-0.000,0.000,-0.000
538,0.000,-0.000,0.000
539,-0.000,-0.000,-0.000
540,0.000,-0.000,0.000
541,-0.000,0.000,-0.000
542,0.000,0.000,-0.000
543,0.000,-0.000,0.000
544,-0.000,0.000,-0.000
545,0.000,-0.000,0.000
546,-0.000,-0.000,-0.000
547,0.000,-0.000,0.000
548,-0.000,0.000,-0.000
549,0.000,0.000,-0.000
550,0.000,-0.000,0.000
551,-0.000,0.000,-0.000
552,0.000,-0.000,0.000
553,-0.000,-0.000,-0.000
554,0.000,-0.000,0.000
555,-0.000,0.000,-0.000
556,0.000,-0.000,-0.000
557,0.000,-0.000,0.000
558,-0.000,0.000,-0.000
559,0.000,0.000,-0.000
560,0.000,-0.000,0.000
561,-0.000,0.000,-0.000
562,0.000,-0.000,0.000
563,-0.000,-0.000,-0.000
564,0.000,-0.000,0.000
565,-0.000,0.000,-0.000
566,0.000,0.000,-0.000
567,0.000,-0.000,0.000
568,-0.000,0.000,-0.000
569,0.000,-0.000,0.000
570,-0.000,-0.000,-0.000
571,0.000,-0.000,0.000
572,-0.000,0.000,-0.000
573,0.000,-0.000,-0.000
574,0.000,-0.000,0.000
575,-0.000,0.000,-0.000
576,0.000,0.000,-0.000
577,0.000,-0.000,0.000
578,-0.000,0.000,-0.000
579,0.000,-0.000,0.000
580,-0.000,-0.000,-0.000
581,0.000,-0.000,0.000
582,-0.000,0.000,-0.000
583,0.000,0.000,-0.000
584,0.000,-0.000,0.000
585,-0.000,0.000,-0.000
586,0.000,-0.000,0.000
587,-0.000,-0.000,-0.000
588,0.000,-0.000,0.000
589,-0.000,0.000,-0.000
590,0.000,0.000,-0.000
591,0.000,-0.000,0.000
592,-0.000,0.000,-0.000
593,0.000,0.000,-0.000
594,0.000,-0.000,0.000
595,-0.000,0.000,-0.000
596,0.000,-0.000,0.000
597,-0.000,-0.000,-0.000
598,0.000,-0.000,0.000
599,-0.000,0.000,-0.000
600,0.000,0.000,-0.000
601,0.000,-0.000,0.000
602,-0.000,0.000,-0.000
603,0.000,-0.000,0.000
604,-0.000,-0.000,-0.000
605,0.000,-0.000,0.000
606,-0.000,0.000,-0.000
607,0.000,0.000,-0.000
608,0.000,-0.000,0.000
609,-0.000,0.000,-0.000
610,0.000,-0.000,0.000
611,-0.000,-0.000,-0.000
612,0.000,-0.000,0.000
613,-0.000,0.000,-0.000
614,0.000,-0.000,-0.000
615,0.000,-0.000,0.000
616,-0.000,0.000,-0.000
617,0.000,0.000,-0.000
618,0.000,-0.000,0.000
619,-0.000,0.000,-0.000
620,0.000,-0.000,0.000
621,-0.000,-0.000,-0.000
622,0.000,-0.000,0.000
623,-0.000,0.000,-0.000
624,0.000,0.000,-0.000
625,0.000,-0.000,0.000
626,-0.000,0.000,-0.000
627,0.000,-0.000,0.000
628,-0.000,-0.000,-0.000
629,0.000,-0.000,0.000
630,-0.000,0.000,-0.000
631,0.000,-0.000,-0.000
632,0.000,-0.000,0.000
633,-0.000,0.000,-0.000
634,0.000,0.000,-0.000
635,0.000,-0.000,0.000
636,-0.000,0.000,-0.000
637,0.000,-0.000,0.000
638,-0.000,-0.000,-0.000
639,0.000,-0.000,0.000
640,-0.000,0.000,-0.000
641,0.000,0.000,-0.000
642,0.000,-0.000,0.000
643,-0.000,0.000,-0.000
644,0.000,-0.000,0.000
645,-0.000,-0.000,-0.000
646,0.000,-0.000,0.000
647,-0.000,0.000,-0.000
648,0.000,0.000,-0.000
649,0.000,-0.000,0.000
650,-0.000,0.000,-0.000
651,0.000,-0.000,0.000
652,-0.000,-0.000,-0.000
653,0.000,-0.000,0.000
654,-0.000,0.000,-0.000
655,0.000,-0.000,-0.000
656,0.000,-0.000,0.000
657,-0.000,0.000,-0.000
658,0.000,0.000,-0.000
659,0.000,-0.000,0.000
660,-0.000,0.000,-0.000
661,0.000,-0.000,0.000
662,-0.000,-0.000,-0.000
663,0.000,-0.000,0.000
664,-0.000,0.000,-0.000
665,0.000,0.000,-0.000
666,0.000,-0.000,0.000
667,-0.000,0.000,-0.000
668,0.000,-0.000,0.000
669,-0.000,-0.000,-0.000
670,0.000,-0.000,0.000
671,-0.000,0.000,-0.000
672,0.000,-0.000,-0.000
673,0.000,-0.000,0.000
674,-0.000,0.000,-0.000
675,0.000,0.000,-0.000
676,0.000,-0.000,0.000
677,-0.000,0.000,-0.000
678,0.000,-0.000,0.000
679,-0.000,-0.000,-0.000
680,0.000,-0.000,0.000
681,-0.000,0.000,-0.000
682,0.000,0.000,-0.000
683,0.000,-0.000,0.000
684,-0.000,0.000,-0.000
685,0.000,-0.000,0.000
686,-0.000,-0.000,-0.000
687,0.000,-0.000,0.000
688,-0.000,0.000,-0.000
689,0.000,-0.000,-0.000
690,0.000,-0.000,0.000
691,-0.000,0.000,-0.000
692,0.000,0.000,-0.000
693,0.000,-0.000,0.000
694,-0.000,0.000,-0.000
695,0.000,-0.000,0.000
696,-0.000,-0.000,-0.000
697,0.000,-0.000,0.000
698,-0.000,0.000,-0.000
699,0.000,0.000,-0.000
700,0.000,-0.000,0.000
701,-0.000,0.000,-0.000
702,0.000,-0.000,0.000
703,-0.000,-0.000,-0.000
704,0.000,-0.000,0.000
705,-0.000,0.000,-0.000
706,0.000,0.000,-0.000
707,0.000,-0.000,0.000
708,-0.000,0.000,-0.000
709,0.000,-0.000,0.000
710,-0.000,-0.000,-0.000
711,0.000,-0.000,0.000
712,-0.000,0.000,-0.000
713,0.000,-0.000,-0.000
714,0.000,-0.000,0.000
715,-0.000,0.000,-0.000
716,0.000,0.000,-0.000
717,0.000,-0.000,0.000
718,-0.000,0.000,-0.000
719,0.000,-0.000,0.000
720,-0.000,-0.000,-0.000
721,0.000,-0.000,0.000
722,-0.000,0.000,-0.000
723,0.000,0.000,-0.000
724,0.000,-0.000,0.000
725,-0.000,0.000,-0.000
726,0.000,-0.000,0.000
727,-0.000,-0.000,-0.000
728,0.000,-0.000,0.000
729,-0.000,0.000,-0.000
730,0.000,-0.000,-0.000
731,0.000,-0.000,0.000
732,-0.000,0.000,-0.000
733,0.000,0.000,-0.000
734,0.000,-0.000,0.000
735,-0.000,0.000,-0.000
736,0.000,-0.000,0.000
737,-0.000,-0.000,-0.000
738,0.000,-0.000,0.000
739,-0.000,0.000,-0.000
740,0.000,0.000,-0.000
741,0.000,-0.000,0.000
742,-0.000,0.000,-0.000
743,0.000,-0.000,0.000
744,-0.000,-0.000,-0.000
745,0.000,-0.000,0.000
746,-0.000,0.000,-0.000
747,0.000,0.000,-0.000
748,0.000,-0.000,0.000
749,-0.000,0.000,-0.000
750,0.000,-0.000,0.000
751,-0.000,-0.000,-0.000
752,0.000,-0.000,0.000
753,-0.000,0.000,-0.000
754,0.000,-0.000,-0.000
755,0.000,-0.000,0.000
756,-0.000,0.000,-0.000
757,0.000,0.000,-0.000
758,0.000,-0.000,0.000
759,-0.000,0.000,-0.000
760,0.000,-0.000,0.000
761,-0.000,-0.000,-0.000
762,0.000,-0.000,0.000
763,-0.000,0.000,-0.000
764,0.000,0.000,-0.000
765,0.000,-0.000,0.000
766,-0.000,0.000,-0.000
767,0.000,-0.000,0.000
768,-0.000,-0.000,-0.000
769,0.000,-0.000,0.000
770,-0.000,0.000,-0.000
771,0.000,-0.000,-0.000
772,0.000,-0.000,0.000
773,-0.000,0.000,-0.000
774,0.000,0.000,-0.000
775,0.000,-0.000,0.000
776,-0.000,0.000,-0.000
777,0.000,-0.000,0.000
778,-0.000,-0.000,-0.000
779,0.000,-0.000,0.000
780,-0.000,0.000,-0.000
781,0.000,0.000,-0.000
782,0.000,-0.000,0.000
783,-0.000,0.000,-0.000
784,0.000,-0.000,0.000
785,-0.000,-0.000,-0.000
786,0.000,-0.000,0.000
787,-0.000,0.000,-0.000
788,0.000,-0.000,-0.000
789,0.000,-0.000,0.000
790,-0.000,0.000,-0.000
791,0.000,0.000,-0.000
792,0.000,-0.000,0.000
793,-0.000,0.000,-0.000
794,0.000,-0.000,0.000
795,-0.000,-0.000,-0.000
796,0.000,-0.000,0.000
797,-0.000,0.000,-0.000
798,0.000,0.000,-0.000
799,0.000,-0.000,0.000
800,-0.000,0.000,-0.000
801,0.000,-0.000,0.000
802,-0.000,-0.000,-0.000
803,0.000,-0.000,0.000
804,-0.000,0.000,-0.000
805,0.000,0.000,-0.000
806,0.000,-0.000,0.000
807,-0.000,0.000,-0.000
808,0.000,-0.000,0.000
809,-0.000,-0.000,-0.000
810,0.000,-0.000,0.000
811,-0.000,0.000,-0.000
812,0.000,-0.000,-0.000
813,0.000,-0.000,0.000
814,-0.000,0.000,-0.000
815,0.000,0.000,-0.000
816,0.000,-0.000,0.000
817,-0.000,0.000,-0.000
818,0.000,-0.000,0.000
819,-0.000,-0.000,-0.000
820,0.000,-0.000,0.000
821,-0.000,0.000,-0.000
822,0.000,0.000,-0.000
823,0.000,-0.000,0.000
824,-0.000,0.000,-0.000
825,0.000,-0.000,0.000
826,-0.000,-0.000,-0.000
827,0.000,-0.000,0.000
828,-0.000,0.000,-0.000
829,0.000,-0.000,-0.000
830,0.000,-0.000,0.000
831,-0.000,0.000,-0.000
832,0.000,0.000,-0.000
833,0.000,-0.000,0.000
834,-0.000,0.000,-0.000
835,0.000,-0.000,0.000
836,-0.000,-0.000,-0.000
837,0.000,-0.000,0.000
838,-0.000,0.000,-0.000
839,0.000,0.000,-0.000
840,0.000,-0.000,0.000
841,-0.000,0.000,-0.000
842,0.000,-0.000,0.000
843,-0.000,-0.000,-0.000
844,0.000,-0.000,0.000
845,-0.000,0.000,-0.000
846,0.000,0.000,-0.000
847,0.000,-0.000,0.000
848,-0.000,0.000,-0.000
849,0.000,0.000,-0.000
850,0.000,-0.000,0.000
851,-0.000,0.000,-0.000
852,0.000,-0.000,0.000
853,-0.000,-0.000,-0.000
854,0.000,-0.000,0.000
855,-0.000,0.000,-0.000
856,0.000,0.000,-0.000
857,0.000,-0.000,0.000
858,-0.000,0.000,-0.000
859,0.000,-0.000,0.000
860,-0.000,-0.000,-0.000
861,0.000,-0.000,0.000
862,-0.000,0.000,-0.000
863,0.000,0.000,-0.000
864,0.000,-0.000,0.000
865,-0.000,0.000,-0.000
866,0.000,-0.000,0.000
867,-0.000,-0.000,-0.000
868,0.000,-0.000,0.000
869,-0.000,0.000,-0.000
870,0.000,-0.000,-0.000
871,0.000,-0.000,0.000
872,-0.000,0.000,-0.000
873,0.000,0.000,-0.000
874,0.000,-0.000,0.000
875,-0.000,0.000,-0.000
876,0.000,-0.000,0.000
877,-0.000,-0.000,-0.000
878,0.000,-0.000,0.000
879,-0.000,0.000,-0.000
880,0.000,0.000,-0.000
881,0.000,-0.000,0.000
882,-0.000,0.000,-0.000
883,0.000,-0.000,0.000
884,-0.000,-0.000,-0.000
885,0.000,-0.000,0.000
886,-0.000,0.000,-0.000
887,0.000,-0.000,-0.000
888,0.000,-0.000,0.000
889,-0.000,0.000,-0.000
890,0.000,0.000,-0.000
891,0.000,-0.000,0.000
892,-0.000,0.000,-0.000
893,0.000,-0.000,0.000
894,-0.000,-0.000,-0.000
895,0.000,-0.000,0.000
896,-0.000,0.000,-0.000
897,0.000,0.000,-0.000
898,0.000,-0.000,0.000
899,-0.000,0.000,-0.000
900,0.000,-0.000,0.000
